s1,s2,s3,s4,s5
52,54,52,54,51
53,52,56,53,55
56,56,56,52,52
56,55,56,58,53
53,53,56,58,54
57,52,51,50,53
58,52,55,54,50
53,53,56,55,53
52,53,51,58,52
50,52,51,56,56
50,53,54,53,52
57,51,57,55,56
56,50,58,53,50
54,57,55,54,55
53,56,56,50,50
54,57,50,58,54
54,56,57,58,57
58,55,56,51,58
51,51,58,56,57
57,50,55,52,52
56,51,51,51,56
52,55,56,56,52
54,51,56,53,54
56,56,52,51,50
56,54,52,58,53
57,58,52,56,55
56,50,53,53,52
51,58,55,58,55
51,51,51,50,51
52,54,52,57,51
51,55,58,52,58
55,55,55,57,58
53,50,58,53,53
55,54,53,55,57
50,57,55,57,57
55,51,58,52,52
51,58,58,50,54
51,56,57,56,58
55,58,57,53,50
56,51,56,54,50
54,53,57,54,51
52,57,53,55,52
56,54,54,57,54
58,52,58,55,55
55,58,52,58,57
50,51,53,53,52
51,54,50,51,56
51,51,53,55,58
50,57,50,57,54
58,54,58,52,53
57,54,53,52,54
57,52,57,51,50
51,55,57,56,51
55,55,58,52,50
52,53,58,51,56
51,53,52,51,50
57,52,53,58,52
50,55,55,52,56
58,52,58,50,52
55,53,56,53,52
52,53,50,50,52
51,53,58,56,53
51,57,50,51,58
56,55,52,52,50
56,57,57,55,57
55,54,53,52,52
55,56,58,56,51
57,58,54,52,57
55,52,58,53,55
51,54,57,54,51
55,55,57,55,54
56,50,57,52,53
52,51,53,52,54
54,50,51,51,53
55,53,50,50,56
50,56,52,50,54
58,57,58,50,50
52,56,58,58,58
51,57,53,50,53
57,58,57,53,55
58,58,53,53,58
51,57,58,55,51
50,55,52,56,54
53,52,55,55,52
51,52,54,58,54
57,53,57,52,50
53,58,53,58,53
52,52,51,57,57
57,51,51,56,54
55,57,53,54,50
55,53,54,54,56
50,51,54,51,53
56,52,56,55,53
52,54,51,55,57
54,50,54,53,56
58,50,57,54,53
52,52,54,50,52
52,51,52,52,58
50,58,57,54,50
56,52,58,56,52
58,51,51,52,53
56,58,57,52,57
55,57,54,53,52
53,57,58,50,54
56,53,55,51,57
53,55,52,50,55
54,51,53,55,54
54,55,55,53,51
51,50,55,50,54
55,54,58,51,52
51,51,57,56,53
55,58,51,52,52
50,55,57,53,54
50,58,54,51,54
58,55,50,50,56
50,55,56,53,56
56,57,50,50,50
51,56,57,58,55
56,53,53,50,56
53,52,56,56,56
52,56,51,58,51
56,52,55,53,50
56,55,51,52,51
50,55,50,51,57
53,52,52,53,58
52,53,53,55,54
50,56,52,53,53
51,57,51,57,53
55,50,57,53,53
55,50,52,52,57
55,57,50,57,54
58,58,52,57,55
52,51,53,54,56
50,54,52,50,57
55,57,54,54,58
55,58,54,56,51
51,53,50,58,56
57,57,51,50,51
56,57,52,57,55
54,57,53,56,53
58,51,56,58,57
52,58,54,55,55
53,55,53,58,50
55,56,52,52,56
54,54,54,56,50
55,54,50,57,54
56,50,56,58,53
55,58,54,50,50
50,57,57,52,58
52,58,50,55,51
54,58,52,58,55
58,51,52,50,53
51,54,51,54,55
53,57,53,53,53
51,53,57,53,52
51,52,57,56,53
56,53,50,55,50
57,50,52,51,50
57,55,54,56,50
54,54,50,50,50
54,54,56,52,57
55,52,50,50,52
50,53,53,57,51
50,56,51,50,56
55,55,53,54,51
57,57,52,56,51
54,51,56,53,52
53,58,57,50,57
57,56,54,58,52
56,57,56,50,56
55,55,56,55,57
56,51,58,54,51
57,58,57,55,51
52,55,55,52,55
52,53,55,57,53
53,58,53,53,54
51,58,53,51,56
56,51,57,54,55
54,53,55,50,54
53,58,50,53,52
51,50,57,56,53
51,55,52,50,54
50,52,54,54,56
56,56,56,57,53
57,57,53,58,57
54,54,53,50,51
55,54,54,51,53
52,53,52,55,58
56,55,54,57,53
58,53,54,50,54
55,54,57,54,50
52,58,58,51,52
57,58,51,58,56
58,51,52,58,57
50,58,50,57,53
58,53,52,56,52
51,51,58,55,51
53,53,51,52,55
57,51,51,55,50
54,54,51,54,55
50,56,52,58,56
53,51,55,51,54
54,56,51,50,54
53,55,57,54,56
57,52,58,53,53
54,54,57,53,56
54,56,55,53,56
52,53,50,52,58
58,53,54,54,57
57,57,55,52,50
57,51,50,53,54
52,51,52,52,56
50,51,54,57,54
55,52,56,54,58
58,54,50,55,53
50,55,51,55,52
57,53,52,52,55
54,51,54,52,51
52,57,50,56,50
54,57,53,58,51
53,52,51,51,51
50,51,57,54,53
57,53,54,54,56
50,55,55,52,56
53,53,56,58,57
55,52,50,55,50
56,54,57,55,55
52,54,57,57,52
55,56,54,56,57
51,52,58,52,50
56,52,55,57,53
54,58,56,57,51
54,55,55,58,58
50,55,54,51,55
56,58,57,51,50
53,54,55,54,57
56,50,54,55,50
57,57,54,55,50
52,50,54,56,50
57,52,57,58,58
55,52,56,50,56
57,55,55,58,58
51,55,50,55,57
53,52,56,51,52
55,57,58,50,51
55,52,56,51,58
57,53,50,57,57
58,51,51,52,52
51,57,55,50,58
52,53,57,57,51
54,50,51,57,58
53,51,54,54,51
56,52,58,51,50
52,58,58,51,55
56,53,52,52,53
57,54,53,56,58
51,55,51,56,53
56,56,58,57,50
54,53,58,52,53
52,56,53,51,54
51,55,53,55,56
51,50,55,51,50
56,54,51,54,57
56,57,55,56,57
55,51,56,52,51
55,51,51,57,58
56,51,53,57,52
58,52,58,56,58
53,58,56,52,53
56,54,58,54,56
53,53,50,58,54
52,54,52,52,52
50,56,57,53,54
56,52,55,54,51
56,58,56,51,54
56,57,58,51,56
50,54,53,50,56
55,56,52,55,52
52,50,53,56,54
51,53,56,55,55
58,58,57,58,55
57,55,52,52,51
57,58,55,55,52
53,54,58,56,52
56,52,53,56,56
56,58,56,53,58
52,53,51,57,58
54,52,58,53,53
53,58,56,57,52
55,57,58,53,53
54,57,53,53,51
55,56,53,50,58
54,54,57,51,56
54,54,52,57,52
57,52,56,53,51
55,53,53,54,57
51,50,51,53,52
51,55,54,57,58
56,56,52,55,57
53,58,58,53,53
51,50,58,57,52
55,58,52,50,54
54,54,58,51,51
52,56,55,52,57
56,58,54,50,51
50,57,56,58,51
58,56,54,53,56
54,57,50,58,52
58,58,53,56,52
52,56,50,56,53
54,57,57,52,56
50,52,53,53,53
51,54,50,56,50
51,53,58,55,50
57,52,54,50,57
57,56,55,57,56
56,56,53,52,55
55,52,53,55,57
54,54,51,50,54
52,50,57,51,54
58,56,57,57,57
50,58,54,54,55
50,50,54,57,52
57,55,53,56,50
56,52,58,51,53
54,50,56,51,56
54,54,54,54,50
54,53,55,55,56
55,54,50,57,54
53,55,51,56,50
57,55,52,54,54
58,53,50,51,52
52,52,50,57,58
55,52,52,53,56
58,50,56,52,57
58,52,57,56,56
58,57,56,56,50
51,58,50,57,55
50,54,58,57,55
57,56,51,58,57
56,54,57,51,58
53,56,52,50,56
57,58,58,52,56
54,52,58,53,53
58,57,57,50,50
57,52,53,50,53
54,50,54,57,52
57,56,52,57,51
57,51,55,55,51
50,50,57,53,56
52,51,50,52,54
54,52,56,58,57
57,51,58,57,55
55,56,55,58,56
52,54,56,57,58
56,51,52,51,53
53,54,55,50,50
58,57,53,56,57
55,54,50,52,50
56,50,53,57,57
54,51,55,55,56
56,58,57,50,52
55,58,51,52,54
54,51,54,54,56
56,55,56,55,53
54,54,54,58,54
56,55,55,54,51
57,54,50,50,51
51,53,50,56,53
56,53,53,51,53
58,50,53,57,58
57,51,54,53,50
58,50,55,54,50
51,58,52,58,53
56,56,55,50,58
58,56,56,58,52
55,53,52,55,52
53,53,51,54,55
51,55,58,56,53
57,56,52,58,50
51,54,54,54,53
57,58,50,55,54
57,51,58,58,54
53,58,51,52,53
52,52,51,51,55
54,55,57,51,52
56,57,57,53,57
57,58,52,58,56
58,58,50,51,58
51,54,55,58,50
54,56,58,54,55
57,57,51,53,58
52,58,54,51,58
56,57,56,54,53
53,54,55,52,55
51,58,51,57,55
58,53,50,56,54
51,55,50,58,56
52,53,55,58,56
52,55,56,53,57
53,55,50,50,51
53,50,56,51,51
57,52,53,53,50
55,58,58,54,58
51,53,50,54,58
57,51,52,52,56
51,53,54,55,57
54,55,55,58,53
56,53,51,57,53
55,51,52,50,51
56,50,57,55,51
58,52,55,58,54
52,55,50,57,55
57,57,55,56,55
57,57,52,55,52
58,56,54,57,55
50,50,53,53,55
56,58,53,57,53
52,58,52,55,53
55,58,53,52,54
54,57,57,57,54
55,57,53,56,50
57,57,50,53,53
58,58,52,57,54
57,57,57,57,56
52,51,55,56,54
54,54,57,53,54
50,51,55,56,58
52,55,56,50,57
52,57,50,55,51
54,54,54,53,55
54,52,51,57,53
56,58,57,52,55
52,53,56,54,54
50,54,56,53,57
54,53,55,51,56
50,57,58,55,56
58,58,58,56,55
52,54,54,53,56
50,50,50,57,55
55,55,58,50,57
55,56,50,58,54
51,55,51,56,50
52,56,57,56,56
56,52,57,54,57
54,50,51,52,55
52,57,51,54,50
52,55,55,54,56
57,57,57,54,53
50,54,58,58,52
53,54,55,51,57
51,55,50,53,55
52,57,54,54,50
52,50,58,54,58
52,56,57,51,53
57,51,51,58,52
57,52,50,57,57
50,53,53,50,50
56,52,54,56,56
51,50,50,53,58
55,55,52,54,51
52,53,54,52,50
57,57,57,52,54
58,52,50,52,54
53,51,51,57,55
50,56,52,52,54
53,52,53,56,53
58,55,54,57,56
57,58,52,57,55
52,58,55,52,57
55,53,56,50,53
51,57,52,56,57
55,51,58,53,50
51,50,54,50,56
50,53,55,58,50
53,53,54,51,55
54,50,53,55,56
50,53,55,56,51
53,57,57,57,50
55,57,51,55,54
56,56,58,58,54
50,56,50,56,52
53,55,52,55,56
58,53,57,52,56
54,55,56,52,58
54,52,55,56,52
52,53,57,56,52
58,54,52,54,50
58,51,50,53,51
55,57,57,57,56
58,55,54,50,58
57,57,55,52,54
53,52,54,54,56
55,53,56,51,51
50,53,53,50,56
52,51,56,53,57
52,50,54,55,51
52,57,58,51,57
54,52,57,50,56
55,58,56,51,50
50,53,53,53,57
58,53,56,55,50
56,58,57,50,58
55,56,58,55,53
50,56,57,58,53
54,50,58,58,54
53,56,52,58,55
54,54,58,51,51
58,50,54,58,57
51,58,55,58,58
57,55,51,58,56
51,56,54,50,55
55,52,52,56,58
57,52,58,56,50
57,53,58,56,56
50,57,57,56,55
51,53,51,58,53
50,56,58,51,57
50,55,50,50,51
51,57,51,52,54
54,50,53,52,55
52,50,56,55,51
55,58,53,57,55
50,55,53,55,56
52,58,56,57,52
52,56,50,55,53
56,56,50,54,55
55,51,51,55,57
50,55,54,50,58
53,50,55,52,52
55,54,50,56,58
54,52,57,51,55
52,51,51,57,51
53,51,56,58,57
55,55,55,55,54
56,54,52,58,51
56,51,53,58,54
51,54,52,54,51
52,57,55,55,55
54,52,50,51,57
55,52,54,50,50
52,58,53,58,56
51,58,51,55,52
50,56,57,53,54
50,55,51,54,58
58,57,52,51,55
58,58,53,53,52
56,54,50,56,54
55,58,55,51,52
57,56,58,58,55
58,50,55,58,57
53,53,55,52,57
53,51,53,58,53
56,58,52,54,57
55,56,52,55,52
57,50,55,53,56
52,58,52,56,54
53,51,51,53,55
58,56,56,52,58
53,56,51,57,51
50,53,57,50,52
58,56,54,58,52
57,58,54,56,53
57,56,50,50,57
51,51,55,57,53
50,55,54,58,51
55,50,57,57,51
58,57,51,54,57
50,50,54,57,54
50,52,51,54,52
57,56,56,51,52
50,58,54,51,56
57,58,54,54,52
56,58,56,56,51
52,56,56,57,53
53,57,56,52,55
50,53,53,58,55
51,52,58,55,55
57,55,50,52,58
54,54,54,57,50
54,55,56,57,57
50,51,51,52,52
54,50,56,51,53
55,58,50,52,51
57,58,51,52,55
56,50,52,58,50
51,55,57,58,57
57,58,55,54,57
50,57,58,58,57
58,55,52,50,57
56,56,51,52,56
50,53,58,54,58
55,51,55,55,55
50,53,50,52,57
55,55,50,56,53
53,50,51,54,54
58,57,57,58,51
54,57,55,56,52
55,50,55,51,51
58,58,50,53,58
51,57,51,52,57
53,51,51,55,51
50,58,56,52,52
56,53,51,51,56
50,54,56,58,52
56,52,52,56,51
55,50,54,55,56
58,54,51,57,51
56,50,50,55,55
53,57,57,51,52
56,52,57,58,55
51,51,52,56,50
54,52,52,58,55
58,52,54,52,58
54,56,50,55,50
51,57,58,55,51
57,55,55,52,54
53,52,55,53,55
54,53,54,55,56
53,50,57,58,56
53,53,51,58,53
57,51,50,51,53
52,52,54,50,57
51,51,52,54,54
51,50,51,56,56
55,54,57,51,56
56,56,54,57,52
57,57,51,58,52
57,51,54,51,50
57,52,51,58,50
50,56,56,54,54
54,50,53,51,56
57,58,54,57,52
56,53,51,56,57
58,52,50,53,52
53,56,57,54,50
57,54,58,56,52
52,53,51,57,51
54,55,54,58,50
54,51,50,50,50
58,58,57,56,56
50,52,56,55,53
52,57,52,50,56
58,56,50,51,52
56,51,56,54,54
54,55,51,50,51
50,52,52,53,50
56,54,50,51,56
58,53,54,56,53
54,53,50,54,55
51,56,53,50,55
53,58,58,55,50
50,58,54,57,55
58,52,51,53,55
54,56,57,51,52
51,55,51,55,55
55,52,50,58,53
57,54,54,54,53
53,56,58,55,51
57,58,55,54,55
52,56,53,51,51
58,53,56,53,52
58,52,53,56,51
54,57,50,56,50
57,54,52,51,56
54,55,50,52,51
58,56,56,54,57
57,54,54,55,54
54,52,58,51,50
56,54,55,58,54
58,55,52,52,55
55,50,56,55,58
58,52,50,52,50
52,57,50,52,54
50,55,55,58,58
51,57,51,53,55
56,54,58,50,57
51,58,54,58,57
53,56,51,50,51
50,57,58,51,58
52,50,51,52,52
54,54,54,52,53
52,51,52,53,56
51,55,51,58,58
51,52,55,52,56
51,57,52,58,53
58,51,56,56,53
51,55,56,52,57
57,53,58,58,50
57,51,56,56,52
57,57,52,52,54
57,51,50,53,52
51,53,52,52,55
58,52,51,55,53
58,53,56,51,57
58,52,57,50,56
57,50,57,58,52
53,53,54,58,57
58,53,57,56,56
52,57,51,52,56
50,50,52,53,57
53,52,57,52,56
50,58,56,55,55
55,58,54,55,51
57,53,53,58,52
58,54,57,53,52
53,54,56,55,53
51,57,55,52,50
52,53,52,58,55
51,58,54,57,54
54,50,53,55,52
51,50,57,56,54
58,54,51,53,51
54,51,56,55,57
53,56,55,55,53
51,50,51,56,50
58,57,57,57,52
52,53,52,58,50
53,56,54,53,55
56,50,56,55,54
55,51,53,50,50
50,52,50,53,56
56,54,55,55,53
55,58,52,53,53
58,55,55,57,52
52,56,52,50,55
52,56,54,56,50
58,55,54,57,53
54,57,58,53,55
56,55,53,58,56
57,52,51,54,53
57,52,52,54,57
57,56,58,55,52
51,56,51,53,53
51,51,50,57,51
52,50,54,54,54
55,56,50,54,50
57,58,51,51,53
57,58,58,58,54
50,50,51,54,54
53,58,56,57,52
56,55,54,58,54
54,50,55,57,52
54,53,51,54,55
53,58,55,56,57
55,55,55,50,52
51,52,52,57,50
58,58,58,53,54
56,56,50,58,53
51,54,53,51,50
58,53,52,56,56
52,51,50,56,55
50,57,58,54,55
56,54,51,54,57
58,57,51,54,58
50,51,53,57,58
53,51,56,53,57
54,55,57,55,52
57,54,51,58,57
57,53,56,56,54
56,52,56,53,53
52,56,52,55,52
53,57,57,52,56
52,58,54,53,54
54,53,57,50,50
56,50,52,55,58
58,57,57,51,56
56,56,58,52,57
51,53,54,51,53
53,51,51,55,52
55,50,55,54,58
50,56,58,58,55
55,57,50,54,55
52,55,50,54,54
57,54,51,58,55
54,57,57,52,54
50,54,58,58,55
56,52,54,50,58
52,55,51,51,58
53,57,57,52,55
54,55,56,50,51
58,58,50,53,58
54,57,56,53,53
50,58,58,55,54
50,50,52,52,58
57,55,55,55,58
55,51,53,52,58
51,52,57,54,51
53,58,52,53,56
53,53,58,55,50
58,58,57,55,51
58,54,55,53,56
58,58,52,57,54
58,56,54,54,53
54,50,50,58,56
58,52,55,50,56
50,58,58,52,52
52,54,55,56,57
55,52,51,53,52
53,58,54,58,54
50,51,53,54,53
57,56,50,57,53
52,53,53,50,50
50,52,51,51,51
52,55,50,54,52
57,53,50,58,54
57,58,56,54,58
57,56,55,51,58
50,50,55,56,55
56,51,54,57,55
51,52,57,50,56
54,52,51,54,55
55,51,50,58,53
50,57,50,57,56
56,55,52,53,54
55,50,55,53,55
51,55,56,55,58
52,55,55,50,57
58,50,53,57,54
58,53,53,57,53
58,54,52,56,58
51,52,58,58,56
55,53,54,53,56
55,51,53,57,55
54,55,55,54,53
50,55,52,58,51
52,52,55,56,50
53,58,52,52,53
55,58,58,51,52
57,55,53,53,57
50,56,54,57,52
50,57,58,50,53
57,57,56,51,51
51,57,52,50,57
55,55,50,57,54
55,54,51,50,54
57,52,54,51,50
51,53,57,56,51
54,54,52,56,57
56,58,57,57,57
52,57,53,50,54
54,50,55,54,51
50,51,56,50,56
50,56,55,54,52
50,58,51,52,54
51,56,52,50,57
54,52,53,56,54
56,55,52,54,50
58,50,56,58,53
51,56,50,52,54
55,53,56,57,54
57,51,55,56,51
53,53,51,54,57
55,51,55,55,58
51,56,54,58,53
54,58,55,53,50
52,55,57,58,56
58,51,53,51,58
55,50,51,52,51
53,58,52,58,54
57,58,52,53,58
52,57,58,55,51
52,52,51,57,52
57,53,56,57,58
58,50,56,50,51
54,58,54,51,50
57,58,52,51,58
54,52,50,54,54
55,54,51,57,58
52,57,58,52,53
57,54,56,56,52
55,51,53,56,51
54,54,55,54,50
52,50,51,51,51
57,57,52,53,56
58,57,58,54,57
51,50,56,57,55
54,57,50,56,58
56,52,53,54,53
58,51,50,50,56
57,51,54,58,54
52,50,52,56,51
50,56,53,57,51
55,52,57,51,50
50,55,50,55,55
56,50,52,56,51
55,54,58,53,57
57,56,57,55,51
52,50,58,54,57
53,57,50,51,50
55,57,50,52,50
57,55,56,58,53
54,53,50,51,51
54,54,58,55,53
53,52,53,53,53
55,52,55,52,53
52,51,52,51,55
51,56,52,57,57
51,53,50,50,54
53,54,51,58,54
55,58,54,52,52
55,51,55,51,56
50,55,53,53,56
57,56,50,58,54
53,51,51,54,56
54,58,51,54,51
54,54,53,53,58
50,56,50,51,52
51,58,58,57,56
54,57,54,52,52
55,50,58,50,57
53,51,52,56,52
58,51,51,53,56
50,58,50,56,53
52,57,54,52,50
55,57,51,55,55
53,55,51,56,52
51,55,53,55,51
52,53,57,52,50
55,55,54,55,58
51,56,52,55,51
54,50,56,57,56
52,56,57,58,56
58,52,50,55,55
51,51,50,50,53
53,54,51,50,58
50,51,55,52,55
58,51,57,58,56
57,54,53,50,51
54,50,54,58,52
55,54,53,55,50
50,54,51,54,56
52,58,58,50,50
57,57,57,53,56
52,55,53,50,53
57,55,58,52,56
57,52,57,58,56
54,55,50,51,56
58,52,53,57,57
54,53,57,54,51
51,58,57,53,55
54,57,54,53,55
56,55,50,54,54
52,58,56,56,51
56,52,55,53,52
58,51,57,50,53
50,53,57,51,52
54,55,57,58,50
50,52,50,58,53
56,57,55,55,57
58,58,51,50,57
56,53,55,52,56
58,54,54,50,53
51,51,51,58,50
50,53,51,52,57
55,58,54,51,54
54,58,53,50,54
57,50,50,50,51
52,58,55,54,57
50,57,55,56,55
58,57,50,58,55
51,53,53,56,55
56,53,52,55,55
54,57,57,56,50
54,54,54,51,54
54,50,58,56,53
58,55,55,57,57
53,52,50,56,57
58,57,57,56,55
53,57,55,50,56
55,56,55,58,51
58,58,53,52,56
51,55,53,54,57
53,58,53,52,54
50,55,56,57,58
55,53,55,54,55
57,51,56,52,53
56,54,52,53,58
52,58,57,53,50
52,53,56,52,54
54,57,56,56,51
54,52,54,53,54
51,51,54,58,53
50,58,52,51,57
57,58,58,57,55
55,53,52,53,58
57,50,54,57,53
50,51,56,58,55
57,55,56,50,56
53,56,51,57,54
51,57,52,53,55
50,51,53,54,51
50,50,55,50,52
50,57,56,51,55
58,53,53,51,52
55,51,56,57,50
53,50,58,56,56
58,58,51,57,57
57,53,56,58,52
57,57,57,51,50
53,54,51,58,57
53,56,51,51,58
51,51,51,58,56
53,54,53,58,52
55,53,52,53,57
50,58,50,57,58
55,58,52,56,51
51,53,58,55,57
55,51,53,51,50
52,50,53,51,50
54,55,52,52,57
52,58,57,54,58
51,51,53,58,55
50,57,51,57,56
50,58,56,54,54
52,55,56,58,57
50,53,57,53,54
51,51,58,51,55
50,50,56,50,58
52,54,57,56,54
56,58,52,55,58
54,58,52,53,55
51,55,57,54,51
50,55,55,51,51
56,53,53,53,56
50,54,55,58,55
57,52,56,54,54
57,55,53,52,58
52,57,50,55,58
54,52,53,58,53
54,56,53,52,57
54,50,52,52,57
57,52,50,58,58
53,55,52,50,51
53,52,53,53,56
54,55,52,58,57
56,51,52,54,50
56,50,51,54,55
57,53,56,50,53
56,58,54,50,55
51,58,57,55,55
53,56,55,53,54
57,58,52,53,53
57,57,58,50,57
56,57,54,52,51
54,57,56,55,53
58,50,55,52,50
58,50,56,56,54
57,51,57,57,54
54,54,51,52,51
57,54,57,53,55
50,54,53,54,58
53,58,57,51,56
56,51,56,55,55
56,51,50,53,50
54,55,54,52,54
51,52,51,54,52
51,57,53,58,54
58,56,58,55,54
50,54,56,56,51
54,52,50,51,57
54,50,56,53,54
55,58,50,58,57
54,53,51,58,58
56,51,53,55,58
52,56,51,53,51
58,57,52,51,52
57,54,54,54,53
55,50,51,51,57
56,50,50,56,54
52,50,54,58,51
58,50,56,52,51
50,56,55,50,54
55,55,50,50,55
56,50,57,56,53
50,50,56,56,55
58,55,58,52,52
52,53,55,57,56
51,54,58,52,56
57,57,56,58,54
57,55,55,50,54
51,56,58,50,54
57,52,55,54,51
52,54,53,53,58
51,51,56,58,55
51,55,58,56,53
51,57,57,58,55
51,55,51,50,50
57,57,58,51,56
53,53,51,50,54
51,50,54,58,53
51,50,57,54,55
55,51,50,53,52
55,53,55,56,58
52,50,50,53,55
54,50,56,57,50
53,56,52,56,56
54,50,51,54,55
52,57,55,56,57
58,56,57,55,56
54,53,50,54,52
53,58,50,56,56
53,54,57,53,58
53,56,51,51,52
52,52,53,50,56
50,58,51,54,56
56,55,54,51,52
54,55,57,57,55
50,55,54,53,55
53,50,57,51,52
53,50,52,57,57
54,55,51,54,57
51,58,58,52,54
50,57,51,52,57
58,56,50,57,56
54,50,54,52,54
56,54,56,50,50
51,51,57,53,51
51,54,58,55,54
56,54,57,50,58
57,58,57,51,55
54,54,51,51,53
56,54,57,56,52
50,57,56,57,56
58,54,57,51,53
54,51,52,50,51
51,52,50,52,52
57,50,51,53,53
54,55,51,51,57
50,55,57,55,54
50,50,52,54,52
56,55,50,55,58
57,54,53,50,51
57,57,54,54,53
57,54,56,58,52
56,52,50,51,51
57,53,50,54,50
51,53,58,55,54
55,53,50,54,52
52,56,52,51,53
58,54,57,58,52
57,54,54,58,57
56,51,54,50,54
51,51,58,56,56
50,50,55,51,52
54,56,50,54,53
54,55,53,56,51
53,56,53,55,52
54,55,50,53,53
50,57,54,58,56
53,52,55,55,58
56,54,54,58,53
57,53,55,56,54
55,53,51,58,55
53,53,52,57,53
52,56,52,50,56
56,56,57,53,54
51,57,51,52,58
50,52,50,53,54
54,55,52,52,50
52,51,52,58,54
56,58,50,58,52
53,52,50,51,58
58,50,58,54,53
52,55,56,52,57
56,54,53,53,56
53,50,52,58,50
53,54,50,57,53
50,52,53,52,50
51,50,50,56,57
57,50,57,50,54
55,56,50,53,53
55,55,50,51,50
52,52,50,51,51
55,50,52,55,52
57,56,50,54,57
56,50,52,50,50
55,50,55,58,57
52,50,51,56,51
57,57,57,50,51
53,57,56,57,53
50,55,54,55,52
52,53,55,52,54
55,55,55,53,51
51,56,50,57,52
56,55,56,50,50
51,56,54,55,52
52,51,51,58,57
58,58,57,55,54
55,50,51,54,58
56,56,53,53,52
54,55,58,58,52
57,57,52,52,51
58,50,53,53,58
52,52,50,53,58
53,52,55,50,53
53,51,50,54,58
56,54,54,50,52
55,56,50,57,50
55,55,54,55,58
54,52,51,55,54
53,57,55,50,55
56,54,55,58,52
58,57,55,50,51
54,54,50,51,53
54,50,56,51,56
52,51,56,58,52
53,51,57,50,52
50,50,58,54,56
51,55,52,58,52
52,56,50,57,56
54,50,55,50,50
57,55,57,58,58
56,56,54,52,52
57,55,52,52,52
53,58,56,50,51
57,55,55,50,56
52,58,54,58,56
53,53,55,51,53
55,56,55,51,54
55,52,56,53,52
54,52,54,56,54
56,50,51,53,55
56,58,53,57,51
56,58,56,54,58
52,54,52,56,53
55,55,56,56,54
58,56,56,52,56
55,53,57,54,56
57,52,55,58,55
51,57,51,50,58
51,50,57,58,50
51,52,52,56,58
55,58,53,55,53
58,50,50,50,50
58,54,57,55,51
58,53,52,54,53
53,52,51,54,51
58,57,50,53,51
55,58,51,55,52
57,52,52,57,53
57,56,58,55,57
56,57,50,52,54
57,52,57,54,51
55,58,54,57,57
52,51,55,57,58
58,56,53,51,54
50,54,57,56,54
54,57,53,50,55
56,51,50,56,53
56,58,51,56,50
53,55,51,51,58
56,54,53,56,55
50,51,53,50,52
58,51,52,53,56
55,50,54,55,57
57,51,56,58,54
56,50,55,57,51
55,51,54,53,57
53,50,52,52,57
56,55,55,50,51
58,53,58,53,52
53,50,50,50,55
55,57,58,57,55
52,56,55,53,51
52,52,58,57,53
58,55,58,53,53
56,55,52,57,50
52,57,57,54,51
53,53,52,51,55
58,53,53,54,58
53,55,52,50,51
58,50,57,51,51
54,57,53,55,51
51,53,57,58,54
50,52,55,55,57
56,55,54,52,56
56,58,55,54,58
52,58,56,50,52
51,58,51,55,58
52,58,54,56,55
55,54,54,52,56
53,52,55,57,53
58,54,51,57,55
56,55,53,51,55
52,57,55,53,55
53,57,50,52,51
54,51,55,52,52
58,52,51,50,58
56,54,58,58,53
55,54,52,56,51
56,56,57,53,52
54,50,50,57,56
51,58,55,54,57
56,56,55,50,50
53,58,54,54,54
56,58,52,51,56
52,52,53,57,55
54,51,55,57,52
50,58,55,51,52
53,50,56,52,50
58,57,57,54,54
56,55,56,57,50
57,58,51,52,51
52,54,52,58,55
57,57,55,55,53
51,55,54,51,55
56,50,56,54,54
58,53,52,57,51
53,54,58,52,55
56,58,56,53,56
58,52,55,50,58
52,52,51,50,53
54,58,53,50,51
50,52,58,51,55
54,57,51,53,50
54,52,57,58,53
53,52,51,53,58
58,54,55,52,50
53,57,55,58,53
57,56,56,50,57
51,55,54,53,56
54,55,58,58,56
52,52,55,53,54
54,53,51,50,56
57,50,54,53,52
57,58,57,53,57
57,57,54,53,52
57,54,56,54,52
52,51,50,53,52
55,55,53,57,57
53,58,53,53,50
55,55,51,53,56
52,54,50,54,57
57,51,55,53,56
57,56,50,56,50
56,57,55,50,58
54,50,55,56,56
54,54,55,52,52
58,58,56,50,54
52,54,51,57,53
55,53,51,57,50
54,51,56,51,58
50,53,55,58,55
56,52,57,56,58
58,58,58,54,54
54,51,55,58,56
53,57,51,58,56
56,50,56,51,53
53,52,51,58,52
57,54,53,52,56
57,50,58,55,51
56,51,54,58,58
58,50,56,56,57
51,55,52,52,52
58,57,54,55,57
52,53,57,55,50
53,56,58,50,57
54,54,54,50,54
51,52,57,51,55
53,51,50,56,51
55,50,57,50,56
56,52,51,58,55
54,57,52,56,56
57,51,55,58,51
55,57,55,50,54
57,54,57,56,53
57,58,55,53,57
54,58,57,51,51
55,57,53,54,51
51,52,51,56,55
58,50,55,55,53
54,57,51,56,57
53,57,57,52,52
57,56,54,52,50
51,54,57,50,58
55,53,53,50,58
55,51,53,55,57
52,50,55,55,55
53,50,53,57,56
52,56,54,55,53
56,57,53,58,53
55,53,55,51,51
52,56,55,55,53
58,51,50,53,56
57,55,52,58,58
57,52,56,57,55
54,54,55,55,58
57,53,55,57,51
57,56,55,53,51
57,57,58,53,57
55,58,57,53,50
54,52,52,55,50
51,53,57,51,54
54,50,50,56,56
57,57,51,57,54
50,54,51,52,58
50,56,52,51,54
